taxid,taxname
444163,Brucella microti
2066,Kitasatospora setae
163164,Wolbachia endosymbiont of Drosophila melanogaster
106370,Frankia casuarinae
33989,Rickettsia amblyommatis
1415630,Pseudomonas sp. TKP
2014,Nocardiopsis dassonvillei
235,Brucella abortus
2187,Methanococcus vannielii
34029,Leptothrix cholodnii
35788,Rickettsia africae
292414,Ruegeria sp. TM1040
53358,Intrasporangium calvum
416344,Burkholderia sp. KJ006
64160,Desulfurobacterium thermolithotrophum
769,Anaplasma centrale
803,Bartonella quintana
155322,Bacillus toyonensis
65393,Gloeothece citriformis PCC 7424
979982,Leuconostoc sp. C2
1265601,Streptomyces sp. PAMC 26508
103690,Nostoc sp. PCC 7120 = FACHB-418
338565,Erwinia tasmaniensis
544556,Geobacillus sp. Y412MC61
47850,Micromonospora aurantiaca
56426,Bartonella clarridgeiae
1183377,Pyrococcus sp. ST04
147268,Thiomicrospira cyclica
1804,Mycolicibacterium gilvum
1781,Mycobacterium marinum
248026,Cupriavidus pinatubonensis
33903,Streptomyces avermitilis
215689,Erwinia sp. Ejp617
1489064,Kiloniella spongiae
29447,Xanthomonas albilineans
576610,Polynucleobacter necessarius
84590,Taylorella asinigenitalis
283811,Stackebrandtia nassauensis
53435,Treponema paraluiscuniculi
29329,Thermoanaerobacterium xylanolyticum
366650,Xanthomonas alfalfae
348043,Streptomyces davaonensis
944,Ehrlichia canis
280,Xanthobacter autotrophicus
622,Shigella dysenteriae
380021,Pseudomonas protegens
40137,Afipia carboxidovorans
680,Vibrio campbellii
37329,Nocardia farcinica
120577,Brucella ceti
786,Rickettsia akari
80849,Wolbachia endosymbiont of Brugia malayi
668,Aliivibrio fischeri
770,Anaplasma marginale
233181,Candidatus Kinetoplastibacterium blastocrithidii
67780,Edwardsiella ictaluri
83560,Chlamydia muridarum
1905730,Pectobacterium parmentieri
2102,Mycoplasma mycoides
398,Rhizobium tropici
691437,Geobacillus sp. C56-T3
912,Nitrobacter hamburgensis
29518,Borreliella afzelii
875328,Mycolicibacter sinensis
60480,Shewanella sp. MR-4
994692,Candidatus Kinetoplastibacterium desouzaii
1329899,Cycloclasticus zancles
411153,Christiangramia forsetii
715451,Alteromonas naphthalenivorans
204042,Dickeya zeae
38322,Pseudothermotoga elfii
693444,Enterobacteriaceae bacterium strain FGI 57
412963,Mycetohabitans rhizoxinica
28173,Vibrio nigripulchritudo
420952,Paraburkholderia bryophila
54120,Methanolacinia petrolearia
215813,Dinoroseobacter shibae
29459,Brucella melitensis
1436290,Candidatus Symbiobacter mobilis
450,Legionella longbeachae
184914,Corallococcus coralloides
991904,Polymorphum gilvum
50339,Thermoplasma volcanium
94122,Shewanella sp. ANA-3
246969,Thermococcus sp. AM4
83555,Chlamydia abortus
2322,Methanohalobium evestigatum
1769,Mycobacterium leprae
380749,Hydrogenobaculum sp. Y04AAS1
159896,Microbacterium gubbeenense
862751,Streptomyces sp. SirexAA-E
196914,Actinoplanes friuliensis
212767,Mycobacterium sp. JS623
83556,Chlamydia felis
547144,Hydrogenobaculum sp. HO
29520,Borrelia crocidurae
2261,Pyrococcus furiosus
1648923,Bacillus paralicheniformis
36814,Mycolicibacterium rhodesiae
2303,Thermoplasma acidophilum
326475,Caballeronia telluris
1168287,Mycobacterium sp. MOTT36Y
39669,Methanosalsum zhilinae
212,Helicobacter acinonychis
717,Actinobacillus capsulatus
66378,Streptomyces yerevanensis
2017,Streptoalloteichus hindustanus
563177,Acidianus hospitalis
42684,Streptomyces collinus
319652,Pediococcus cellicola
984991,Mycoplasma parvum
358766,Methanoregula boonei
335659,Bradyrhizobium cosmicum
1175444,Methanocella conradii
279277,Helicobacter sp. 'B10B Seymour'
1777139,Caballeronia calidae
187878,Thermococcus gammatolerans
558541,Shewanella chilikensis
2209,Methanosarcina mazei
1164,Trichormus azollae
589443,actinobacterium CPCC100076
60481,Shewanella sp. MR-7
84156,Archaeoglobus profundus
110539,Mycolicibacterium vanbaalenii
463,Fluoribacter dumoffii
51589,Haloarcula hispanica
470866,Salinimicrobium terrae
248316,Veillonella caviae
54261,Ferroglobus placidus
54571,Streptomyces venezuelae
47421,Hydrogenophaga pseudoflava
1891238,Burkholderiales bacterium
59737,Rathayibacter iranicus
57705,Halomicrobium mukohataei
181658,Aquaspirillum putridiconchylium
150340,Vibrio antiquarius
39047,Mycoplasmopsis sturni
261524,Mycobacterium liflandii
552061,Sediminimonas qiaohouensis
1651968,Amylibacter ulvae
644281,Methanocaldococcus sp. FS406-22
68202,Streptomyces microflavus
1464077,Streptomyces purpeochromogenes
2176,Methanohalophilus mahii
387343,Halopiger xanaduensis
117503,Thermosipho geolei
351745,Shewanella sp. W3-18-1
464147,Micromonospora sp. HBUM 49435
445956,Streptomyces sp. HBUM 84023
67573,Psychromonas antarctica
1080,Afifella marina
1118963,Arthrobacter sp. Rue61a
86186,Xanthomonas cissicola
168275,Psychromonas arctica
184072,Proteus myxofaciens
82979,Budvicia aquatica
76887,Caldivirga maquilingensis
593404,Clostridium sp. VKM B-2279
99376,marine bacillus NRRLB-14907
267633,Levilactobacillus hammesii
102125,Xenococcus sp. PCC 7305
267128,Sphingopyxis granuli
376807,Amylolactobacillus amylotrophicus
868131,Methanobacterium paludis
521472,Psychrobacter sp. CCBAU 51485
372484,Sanguibacter antarcticus
452979,Kineococcus gynurae
464136,Cryptosporangium sp. HBUM 83975
214854,Alistipes sp. CCUG 39913
446786,Microlunatus aurantiacus
269670,Sporolactobacillus nakayamae
44449,Borrelia recurrentis
1379702,Methanobacterium sp. MB1
319653,Pediococcus ethanolidurans
996797,Sphingobacterium sp. KMM 6384
1871185,Kineosporia sp.
294671,Methanobrevibacter olleyae
33876,Catenuloplanes japonicus
437507,Robiginitomaculum antarcticum
2117,Mycoplasmopsis lipophila
1316941,Archaeoglobus sulfaticallidus
1006005,Metallosphaera cuprina
57372,Mycoplasma suis
47872,Micromonospora purpureochromogenes
2280,Staphylothermus marinus
887420,Sphingobacterium sp. KOPRI 25421
418646,Rhodanobacter ginsengisoli
412438,Chryseobacterium daeguense
994649,Pseudorhodobacter sp. KOPRI 25878
887421,Sphingobacterium sp. KOPRI 25432
78229,Paracidovorax anthurii
271155,Flavobacterium antarcticum
71453,Tetragenococcus solitarius
169433,alpha proteobacterium LMG 20591
2277,Pyrobaculum islandicum
202260,Virgibacillus sediminis
184755,Vibrio ruber
1863,Dermatophilus congolensis
245836,Nocardiopsis salina
29571,Vreelandella subglaciescola
620889,Georgenia halophila
279359,Christiangramia echinicola
114884,Mycoplasmopsis lipofaciens
33922,Mycoplasmopsis agassizii
1113743,Bacillus sp. NBRC 101252
1992,Thermomonospora echinospora
568102,Henriciella litoralis
157465,Nocardiopsis composta
227866,Bacillus tequilensis
1113599,Providencia sp. NBRC 12931
1871184,Kineococcus sp.
1113972,Weissella sp. NBRC 106033
1141657,Nocardia vulneris
392968,Actinobacillus capsulatus
254786,Streptococcus castoreus
1827100,Capnocytophaga sp. JCM 8568
53453,Lamprocystis roseopersicina
333962,Providencia heimbachae
38312,Rhodococcus rhodnii
577386,Niabella yanshanensis
1869,Actinoplanes utahensis
1657,Actinobaculum suis
1114099,Lactobacillus sp. NBRC 107279
301953,Caldicellulosiruptor acetigenus
209931,Varibaculum sp. 45456
2193,Methanocorpusculum parvum
419477,Nocardia speluncae
123822,[Haemophilus] felis
220343,Gemmobacter nectariphilus
728,Avibacterium paragallinarum
1676,Pseudarthrobacter polychromogenes
1661,Trueperella pyogenes
194196,Alysiella filiformis
941182,Nocardia violaceofusca
1265717,Psychroserpens sp. KMM 6699
285463,Streptomyces castaneus
722703,Promicromonospora endophytica
114886,Mycoplasmopsis opalescens
644320,Kribbella sp. YIM 75703
361279,Terribacillus halophilus
762,Avibacterium volantium
1113688,Flammeovirga sp. NBRC 100892
1113689,Flammeovirga sp. NBRC 100893
882211,Pseudomonas deceptionensis
53393,Thiodictyon bacillosum
1113685,Flammeovirga sp. NBRC 100889
582850,Sporosarcina luteola
34101,Sporosarcina limicola
745369,Acetoanaerobium noterae
320497,Neoasaia chiangmaiensis
1113652,Aneurinibacillus sp. NBRC 15378
79271,Desulfurella propionica
425341,Ochrobactrum sp. CCBAU 10752
1429083,Atopomonas hussainii
67296,Streptomyces finlayi
1265701,Knoellia sp. KMM 6688
76745,Sinorhizobium arboris
1034635,Myroides sp. BIHB 1385
464173,Pseudonocardia sp. HBUM 79244
1113712,Photobacterium sp. NBRC 101057
473258,Nocardia sp. HBUM 49423
29433,Moraxella ovis
523,Acidiphilium angustum
442884,Nostoc sp. PCC 9426
1220182,Winogradskyella litoriviva
589388,Micrococcus sp. CPCC100074
66881,Streptomyces cremeus
53388,Microlunatus antarcticus
642780,Nocardioides scoriae
239498,Tsukamurella pseudospumae
508464,Nocardia mikamii
509198,Nocardia sp. YIM 48789
216942,Spiroplasma litorale
931537,Nocardia grenadensis
569860,Methylovirgula ligni
365341,Sphingobium aromaticiconvertens
1463824,Nocardia sp. NRRL WC-3656
438752,Neolewinella lutea
1746631,Brachybacterium sp. HBUM178917
90743,Paracoccus sp. MBIC4018
261477,Nocardia kruczakiae
86193,Sphingobium abikonense
1113837,Sphingomonas sp. NBRC 101873
237019,Algoriphagus chordae
644318,Cryptosporangium sp. YIM 75710
470822,Promicromonospora sp. YIM C653
263908,Gordonia effusa
33995,Komagataeibacter europaeus
2002,Streptosporangium amethystogenes
46181,Nonomuraea salmonea
76020,Amycolatopsis alba
354352,Pseudochrobactrum saccharolyticum
69366,Microbacterium flavescens
1415541,Micromonospora sp. NRRL B-16802
630977,Pseudonocardia seranimata
266749,Kaistella jeonii
862411,Pseudonocardia sp. YIM 68245
77608,Pseudoalteromonas distincta
266748,Kaistella antarctica
88373,Agromyces luteolus
36744,Mycoplasma simbae
313627,Bacillus sp. NRRL B-14911
194868,Sphingomonas sp. ATCC 31961
141692,Nocardiopsis halophila
48292,Hyphomicrobium zavarzinii
543890,Gracilibacillus saliphilus
405770,Rothia halotolerans
368827,Arsenicicoccus sp. YIM KMY39
1087332,Actibacterium mucosum
991,Flavobacterium hydatis
450801,Amycolatopsis pigmentata
307480,Chryseobacterium vrystaatense
1523247,Geodermatophilus dictyosporus
368829,Cellulomonas sp. YIM KMY49
1834516,Pseudofrankia asymbiotica
235923,Calothrix sp. PCC 7714
134964,Nocardia africana
512643,Photobacterium aquimaris
425359,Bacillus sp. CCBAU 10777
1071849,Aeromicrobium sp. CCBAU 10887
501497,Thermodesulfatator atlanticus
120377,Salana multivorans
446784,Nesterenkonia terrae
393664,Aliirhizobium cellulosilyticum
408067,Yinghuangia seranimata
300029,Nocardia elegans
504796,Actinomadura sp. CPCC201357
42235,Streptomyces bottropensis
272919,Nesterenkonia lutea
28448,Komagataeibacter xylinus
225325,Nesterenkonia halotolerans
424,Methylomonas rubra
178340,Gracilibacillus dipsosauri
470813,Nocardiopsis sp. YIM C560
109329,Nocardiopsis trehalosi
163604,Nocardiopsis exhalans
470805,Nocardiopsis sp. YIM C20
994621,Mucilaginibacter sp. KOPRI 25884
33917,Microbacterium barkeri
437503,Allohahella antarctica
392597,Piscinibacter aquaticus
83456,Myxococcus virescens
179405,Chroococcidiopsis cubana CCALA 040
292222,Tsuneonella troitsensis
92401,Metamycoplasma cloacale
262325,Novilysobacter concretionis
42055,Chromohalobacter marismortui
1265692,Aequorivita sp. KMM 6696
1385388,Streptococcus sp. MR-1950
681289,Pseudonocardia tropica
590842,Arthrobacter sp. YIM 100118
713588,Kaistella chaponensis
1073325,Salegentibacter echinorum
1113980,Lactobacillus sp. NBRC 106041
38027,Methanosarcina siciliae
2201,Methanofollis liminatans
1269237,Flavobacterium sp. CSF321-10
472694,Pantoea brenneri
332168,Halococcus hamelinensis
353800,Halostagnicola larsenii
1114113,Lactobacillus sp. NBRC 107294
172043,Brevundimonas nasdae
209252,Nocardia asiatica
940,Hydrogenobacter thermophilus
123296,Microbacterium sp. VKM Ac-1389
1113822,Microbulbifer sp. MBIC04035
124798,Microbacterium phyllosphaerae
46353,Agrococcus jenensis
1326083,Mesorhizobium acaciae
327845,Microbacterium sp. ORS 1417
2112,Mycoplasmopsis bovigenitalium
406431,Actinomadura alba
468056,Flavobacterium fluvii
396005,Gilvimarinus chinensis
247645,marine gamma proteobacterium HTCC2178
706566,Meniscus glaucopis
86660,Mesomycoplasma dispar
440514,Maribacter stanieri
1611423,Flavobacterium sp. DSM 9626
247637,marine gamma proteobacterium HTCC2246
1634035,actinobacterium DSM 46683
682956,Paenibacillus jilunlii
281738,Psychrobacter nivimaris
189691,Paenibacillus elgii
132932,Acetobacterium tundrae
1905,Streptomyces exfoliatus
2120,Mesomycoplasma neurolyticum
887415,Psychrobacter sp. KOPRI 25509
862720,Paracidovorax oryzae
249351,Flavobacterium psychrolimnae
365343,Epilithonimonas caeni
45496,Methylophaga sulfidovorans
379597,Halomonas caseinilytica
150,Spirochaeta isovalerica
420402,Marinobacterium rhizophilum
42565,Halomonas salina
147,Spirochaeta aurantia
1470563,Shimia gijangensis
1463832,Streptomyces sp. NRRL B-24051
1495568,Paenibacillus sp. IHB B 7270
67368,Streptomyces termitum
247632,marine gamma proteobacterium HTCC2089
1963,Streptomyces olivochromogenes
156977,Microbacterium resistens
412020,Pseudonocardia sp. YIM 45517
68201,Streptomyces californicus
474957,Paenibacillus castaneae
633404,Sporosarcina thermotolerans
359365,Sporosarcina saromensis
66850,Filomicrobium fusiforme
262006,Winogradskyella eximia
265981,Alkalimonas delamerensis
639216,marine bacterium SIMO-4476
54265,Carboxydothermus ferrireducens
431306,Acetobacter ghanensis
174587,Carnobacterium viridans
67281,Streptomyces californicus
78327,Pseudomonas mosselii
64969,Oceanospirillum multiglobuliferum
1121000,Andreprevotia lacus
103232,Streptomyces ipomoeae
551679,Rhizobiaceae bacterium CCBAU 10229
194438,Sphingomonas sp. BF2
1515439,Paraburkholderia susongensis
1113707,Psychrobacter sp. NBRC 101050
887412,Psychrobacter sp. KOPRI 25501
193461,Streptomyces aureus
123301,Microbacterium sp. VKM Ac-1808
64702,Propionibacterium cyclohexanicum
37625,Desulfuromusa kysingii
909925,Corynebacterium alkanolyticum
375175,Loigolactobacillus backii
475253,Pedobacter alluvionis
1114173,Pseudoalteromonas sp. NBRC 107706
46470,Halanaerobacter lacunarum
209463,Bacillus senegalensis
406432,Stackebrandtia albiflava
101070,Rummeliibacillus pycnus
67334,Streptomyces tanashiensis
47920,Acidovorax delafieldii
1650,Kurthia zopfii
1203410,Streptomyces sp. YIM 100680
1746649,Cellulosimicrobium sp. HBUM179724
300179,Isoptericola hypogeus
176598,Pseudoxanthomonas taiwanensis
1746647,Cellulosimicrobium sp. HBUM179474
752,Pasteurella bettyae
70996,Herpetosiphon geysericola
91346,Sphingomonas sp. MBIC3990
271432,Arthrobacter pigmenti
1137985,Lutibacter holmesii
149015,Streptococcus hyovaginalis
1710,Cellulosimicrobium cellulans
1746650,Cellulosimicrobium sp. HBUM179732
1746643,Cellulosimicrobium sp. HBUM178784
1330700,Thermus caliditerrae
1329374,Thermus sp. YIM-HQ393
31959,Amycolatopsis lurida
709881,Micromonospora cremea
1746652,Cellulosimicrobium sp. HBUM179741
1173024,Fischerella sp. PCC 9605
1113817,Pseudoalteromonas sp. NBRC 101725
47498,Pedomicrobium manganicum
290589,Alkalibacterium iburiense
33937,Bacillus thermoalkalophilus
56457,Xanthomonas pisi
53501,Thalassovita gelatinovora
194435,Methylobacterium sp. PC30.39
28171,Vibrio aestuarianus
44033,Streptomyces thermolineatus
470775,Halobacillus sp. YIM C266
556325,Neomicrococcus aestuarii
214888,Williamsoniiplasma luminosum
225195,Pelobacter massiliensis
1114980,Spiroplasma mirum
1204214,Streptomyces sp. YIM 75781
129052,Catelliglobosispora koreensis
648689,Inquilinus sp. CCBAU 01442
29428,Methylorubrum rhodinum
473198,Glycomyces sp. HBUM 49407
938405,Belnapia rosea
994619,Arthrobacter sp. KOPRI 25827
194197,Neisseria dentiae
1113615,Paenibacillus sp. NBRC 13632
217215,Mesoplasma grammopterae
1638988,Demequina silvatica
1336204,Microbacterium gilvum
1204225,Streptomyces sp. YIM 75795
504,Kingella kingae
102128,Leptolyngbya sp. PCC 73110
124252,Nocardiopsis halotolerans
67314,Streptomyces lavendofoliae
122357,Synechocystis sp. PCC 6805
1324934,Myroides odoratimimus subsp. xuanwuensis
994602,Arthrobacter sp. KOPRI 25560
142650,Mycoplasmopsis phocirhinis
467174,Rickettsia hoogstraalii
867682,Thermoanaerobacter sp. JCM 7503
1709,Cellulomonas biazotea
1463886,Streptomyces sp. NRRL S-15
1991,Actinomadura cremea
1344003,Williamsia sterculiae
413501,Cronobacter muytjensii
90239,Moraxella canis
1071880,Sphingobacterium sp. CCBAU 10953
56458,Xanthomonas sacchari
132249,Nocardia veterana
269774,Atopococcus tabaci
178356,Flavobacterium xinjiangense
202269,bacterium YIM-kkny4
1465514,Lactobacillus sp. JCM 7751
1403547,Anoxybacillus sp. YIM 342
427754,Humibacter albus
29349,Alkalithermobacter paradoxus
180441,Flavobacterium limicola
76636,Mycetocola saprophilus
412019,Pseudonocardia sp. YIM 45506
1484,Hydrogenibacillus schlegelii
671070,Planktothrix sp. PCC 9018
470784,Halomonas sediminis
99372,marine bacillus NRRLB-14910
350893,Flavobacterium daejeonense
343512,Agrococcus casei
1113593,Bacillus sp. NBRC 3967
561176,Jiangella alba
384613,Streptococcus dentirousetti
1117645,Elizabethkingia anophelis
17,Methylophilus methylotrophus
1033731,Alistipes timonensis JC136
1244528,Campylobacter fetus subsp. testudinum 03-427
51365,Mycoplasma yeatsii
1898104,Bacteroidota bacterium
378211,Methyloversatilis universalis
213874,marine bacterium SIMO IS-S76-282
252,Halomonas halmophila
29423,Legionella oakridgensis
76731,Roseateles depolymerans
610332,Thiocapsa sp. KS1
1114008,Lactobacillus sp. NBRC 107185
118246,Ureibacillus terrenus
470832,Sporosarcina sp. YIM C303
114090,Pediococcus inopinatus
1034636,Providencia sp. BIHB 1402
643674,Paenalcaligenes hominis
171686,Bacillus sp. LMG 20243
572023,Spirabiliibacterium falconis
106634,Thioalkalivibrio versutus
1123914,[Spirillum] lunatum
45610,Psychrobacter urativorans
91823,Legionella gresilensis
211114,Allokutzneria albata
220685,Neobacillus bataviensis
1516,Thermoanaerobacter thermohydrosulfuricus
1088767,Thermoactinospora rubra
56807,Glaciecola pallidula
702568,Litoribacter ruber
168379,Halorhodospira neutriphila
158849,Moellerella wisconsensis
39441,Methanobrevibacter arboriphilus
547060,Kribbella sp. NBRC 104210
590848,Labedella sp. YIM 100124
171692,Virgibacillus carmonensis
262324,Lysobacter gummosus
751,Avibacterium avium
56760,Desulfosporosinus auripigmenti
480997,Glycomyces scopariae
1071875,Pedobacter sp. CCBAU 10902
382504,Nocardia jinanensis
380174,Cohnella laeviribosi
260332,Oxalobacteraceae bacterium HTCC315
209459,Bacillus casamancensis
533323,Psychrobacter fulvigenes
161360,Planococcus antarcticus
279278,Helicobacter sp. 'B52D Seymour'
285541,Streptomyces thermoatroviridis
65700,Erwinia tracheiphila
1070872,Kineococcus glutinatus
28195,Thermonema lapsum
44753,Tsukamurella spumae
589392,Nocardia sp. CPCC202725
60706,Actinomadura formosensis
887358,Arthrobacter sp. KOPRI 25587
336566,Stenotrophomonas ginsengisoli
284028,Streptomyces fulvorobeus
659018,Stenotrophomonas daejeonensis
110831,Erythrobacter sp. MBIC4117
470765,Bacillus sp. YIM C579
1403274,Beijerinckia doebereinerae
1844653,Lysinibacillus sp. VKM B-713
67857,Exercitatus varius
386490,Terribacillus goriensis
160825,Comamonas koreensis
993692,Companilactobacillus kimchiensis
1765,Mycobacterium tuberculosis variant bovis
328313,Streptomyces paresii
720,Actinobacillus lignieresii
54067,Xylophilus ampelinus
94136,Alkalibacillus haloalkaliphilus
451637,Pseudogulbenkiania subflava
52004,Natroniella acetigena
218206,Paucidesulfovibrio capillatus
150025,Leifsonia naganoensis
215156,Neisseria sp. CCUG 46910
68259,Streptomyces purpurogeneiscleroticus
500610,Dyella marensis
188932,Pedobacter cryoconitis
1712,Cellulomonas gelida
231439,Pseudodesulfovibrio portus
37624,Desulfuromusa bakii
665130,Prosthecomicrobium sp. ATCC 27833
499547,Kineosporia mikuniensis
123899,Bordetella trematum
1272,Kocuria varians
1714,Cellulomonas uda
907206,Aliivibrio sp. ATCC 33715
360055,Zavarzinella formosa
470802,Micrococcus sp. YIM C694
1746641,Brevibacterium sp. HBUM179137-2
414993,Actinopolyspora sp. YIM 90570
1590652,Cohnella kolymensis
414992,Actinopolyspora sp. YIM 90485
28156,Spirabiliibacterium mucosae
719,Actinobacillus hominis
80868,Paracidovorax cattleyae
314255,Pseudooceanicola batsensis
1220491,Litorimonas cladophorae
60442,Moraxella equi
1746608,Agromyces sp. HBUM178855
231434,Beijerinckia mobilis
1095026,Demequina sediminicola
494,Bergeriella denitrificans
296842,Solidesulfovibrio carbinolicus
493376,Kaistella palustris
256326,Psychrobacter arenosus
1951,Streptomyces purpureus
1113920,Sporolactobacillus sp. NBRC 103096
639218,marine bacterium SIMO-4474
269673,Sporolactobacillus terrae
1155536,Saccharomonospora oceani
2080,Sporolactobacillus laevus
1472378,Sinorhizobium glycinis
237069,Tenuibacillus multivorans
328049,Nocardia jejuensis
190198,Nocardiopsis sp. YIM 90006
190200,Nocardiopsis sp. YIM 90014
994608,Arthrobacter sp. KOPRI 25754
55602,Metamycoplasma buccale
156,Teretinema zuelzerae
1638989,Demequina subtropica
168276,Rhodococcus tukisamuensis
1114033,Lactobacillus sp. NBRC 107210
1114982,Achromobacter cholinophagum
220378,Nocardiopsis aegyptia
98512,Brevundimonas sp. LMG 9564
501023,Glaciibacter superstes
417102,Gordonia lacunae
1326084,Mesorhizobium sp. RITF742
215157,Neisseria sp. CCUG 46911
96468,Nocardia vinacea
994620,Arthrobacter sp. KOPRI 25980
887341,Arthrobacter sp. KOPRI 25437
656366,Arthrobacter alpinus
52958,phototrophic bacterium
1713,Oerskovia turbata
994604,Arthrobacter sp. KOPRI 25688
1608627,Psychrobacter sp. DSM 5684
82667,Porphyrobacter sp. MBIC3897
1638987,Demequina soli
298794,Methylobacterium variabile
89772,Aquamicrobium lusatiense
223392,Rhodococcus gordoniae
941183,Nocardia fusca
1859295,Mobilicoccus caccae
43772,Rhodococcus zopfii
763993,Pseudokineococcus lusitanus
89051,Gordonia desulfuricans
1141647,Nocardia arizonensis
1855,Frankia sp.
1411117,Thermomonospora amylolytica
37926,Thermocrispum municipale
1070861,Bailinhaonella thermotolerans
1909302,Microcella sp.
1095025,Demequina flava
1464048,Micromonospora parva
45611,Psychrobacter frigidicola
83264,Aminobacter aganoensis
228596,Nocardia shimofusensis
54011,Pseudonocardia sulfidoxydans
876270,Methyloferula stellata
1337839,Flavobacterium sp. DSM 425
58115,Glycomyces rutgersensis
37330,Nocardia nova
36822,Gordonia rubripertincta
177758,Pseudothermotoga lettingae
135948,Actinoplanes octamycinicus
1460638,Halolactibacillus sp. JCM 19043
445960,Chryseobacterium jejuense
247643,marine gamma proteobacterium HTCC2180
1265697,Flavobacterium sp. KMM 6732
111807,Actinomadura yumaensis
980348,Halomonas flava
1204196,Nocardia sp. YIM 75780
588901,Flavobacterium sp. KOPRI 25152
297536,Oryzihumus leptocrescens
260335,beta proteobacterium HTCC410
327846,Microbacterium sp. ORS 1472
994609,Arthrobacter sp. KOPRI 25755
1114077,Lactobacillus sp. NBRC 107255
49547,Methanobrevibacter curvatus
1570342,Demequina sp. NBRC 110053
1114031,Lactobacillus sp. NBRC 107208
133534,Dethiosulfovibrio russensis
134962,Nocardia salmonicida
50728,Curtobacterium citreum
470823,Promicromonospora sp. YIM C656
644316,Agrococcus sp. YIM 75752
1322049,Acetonema sp. DSM 11382
115336,Actinomadura vinacea
478115,Actinoallomurus caesius
1463820,Streptomyces sp. NRRL B-3428
1166683,Rhizobium cauense
333368,Rhodoblastus sphagnicola
660515,Halorussus rarus
309411,Gram-negative bacterium CCBAU 25211
56731,Rhizobium giardinii
440482,Promicromonospora kroppenstedtii
858439,Sphingomonas sp. CCBAU 45299
1141353,Azospirillum sp. TNCSF Aa13
29306,Streptomyces griseoluteus
52271,Anabaena sp. CA = ATCC 33047
33074,Zymobacter palmae
66425,Streptomyces luteoverticillatus
1204201,Streptomyces sp. YIM 75719
642496,Streptomyces sp. DSM 40239
290110,Xenorhabdus budapestensis
354355,Niastella yeongjuensis
1746605,Agromyces sp. HBUM178652
29401,Pseudonocardia halophobica
1746653,Cellulosimicrobium sp. HBUM179776
47479,Streptosporangium album
113567,Actinoplanes italicus
359131,Streptomyces rubellomurinus
1036677,Methanosarcina soligelidi
161355,Planomonospora sphaerica
1933,Streptoalloteichus tenebrarius
547059,Kribbella sp. NBRC 104209
68237,Streptomyces mediolani
262323,Lysobacter brunescens
47853,Micromonospora carbonacea
394734,Nocardioides insulae
287986,Amycolatopsis rifamycinica
1415542,Saccharothrix sp. NRRL B-16348
1113751,Flavobacterium sp. NBRC 101304
1137993,Geodermatophilus africanus
147577,Tsukamurella strandjordii
190195,Kribbella antibiotica
266062,Pseudoxanthomonas daejeonensis
47874,Micromonospora rosaria
188906,Jannaschia helgolandensis
228006,Nocardia tenerifensis
58110,Actinomadura viridis
36821,Gordonia amarae
678,Vibrio sp.
231455,Dyella japonica
2746,Halomonas elongata
1113703,Polaribacter sp. NBRC 101040
42444,Marinovum algicola
661,Photobacterium angustum
646532,Litorivicinus marinus
1113752,Polaribacter sp. NBRC 101306
81439,alpha proteobacterium MBIC3923
68286,Streptomyces zaomyceticus
68188,Streptomyces clavifer
209249,Nocardia niigatensis
888845,Minicystis rosea
109046,Methanosarcina baltica
1536641,Demequina iriomotensis
1113756,Algoriphagus sp. NBRC 101323
76726,Pseudonocardia hydrocarbonoxydans
413882,Caldimonas brevitalea
67304,Streptomyces griseorubiginosus
136267,Actinoplanes sp. IFO 13944
71997,Thermococcus gorgonarius
209460,Bacillus djibelorensis
61596,Allochromatium minutissimum
1232125,Mesorhizobium sp. RITF712
346045,Amycolatopsis benzoatilytica
426716,Nocardia rhamnosiphila
887347,Arthrobacter sp. KOPRI 25483
1113759,Gramella sp. NBRC 101326
93683,Roseivivax halodurans
169875,Arthrobacter sp. JCM 1339
1435347,Yoonia maritima
1113584,Gluconobacter sp. NBRC 3259
1198324,Halopelagius fulvigenes
326069,Christiangramia portivictoriae
83171,Methanocaldococcus fervens
2315,Methanoplanus limicola
887359,Flavobacterium sp. KOPRI 25403
332591,Streptomyces rectiviolaceus
43667,Glutamicibacter uratoxydans
575194,Haloarcula argentinensis
1638982,Demequina maris
1326076,Mesorhizobium sp. RITF1215
67367,Streptomyces tanashiensis
63740,Halorubrum vacuolatum
269322,Rhizobium sp. ORS 1463
887413,Psychrobacter sp. KOPRI 25503
231438,Desulfoluna butyratoxydans
1113750,Flavobacterium sp. NBRC 101303
195748,Promicromonospora vindobonensis
202262,Amphibacillus sp. YIM-kkny6
113571,Actinoplanes rectilineatus
196386,Streptomyces viridocyaneus
53368,Hamadaea tsunoensis
1173101,Methylomonas paludis
476820,Phyllobacterium sp. CCBAU 13011
35,Corallococcus macrosporus
122358,Actinoplanes ianthinogenes
46632,Picrophilus oshimae
216934,Spiroplasma corruscae
58123,Spirillospora albida
994646,Olleya sp. KOPRI 25859
83565,Methanobacterium espanolae
293091,Haloquadratum walsbyi
435906,Salegentibacter salarius
415010,Pseudonocardia alni subsp. carboxydivorans
311460,Anoxybacteroides rupiense
29429,Methylorubrum zatmanii
135945,Actinoplanes arizonaensis
64323,Carnimonas nigrificans
271434,Arthrobacter parietis
271433,Arthrobacter tecti
1220023,Halolamina salina
61595,Allochromatium warmingii
2214,Methanosarcina acetivorans
489138,Halarchaeum acidiphilum
211008,Nostoc entophytum
