taxid,|,taxname,|,lineage,,,,,,,,,,
866673,|,Marinifilum,|,866673,1573805,1970189,200643,976,68336,1783270,3379134,2,131567,
332248,|,Truepera,|,332248,332247,2762275,188787,1297,3384194,2,131567,,,
187144,|,Caldithrix,|,187144,1962854,1962852,1962850,1930617,3379134,2,131567,,,
32014,|,Iodobacter,|,32014,2897177,206351,28216,1224,3379134,2,131567,,,
198705,|,Lampropedia,|,198705,80864,80840,28216,1224,3379134,2,131567,,,
453229,|,Desulfarculus,|,453229,453228,453227,3031646,200940,3379134,2,131567,,,
84404,|,Hippea,|,84404,3048035,213113,3031853,29547,3379134,2,131567,,,
215802,|,Enhygromyxa,|,215802,224463,3031713,3031711,2818505,3379134,2,131567,,,
233189,|,Anaerolinea,|,233189,292628,292629,292625,200795,1783272,2,131567,,,
237444,|,Ulvibacter,|,237444,49546,200644,117743,976,68336,1783270,3379134,2,131567,
155196,|,Fulvimonas,|,155196,1775411,135614,1236,1224,3379134,2,131567,,,
265570,|,Sulfurovum,|,265570,2771472,213849,3031852,29547,3379134,2,131567,,,
45654,|,Desulfonema,|,45654,2931039,213118,3024418,200940,3379134,2,131567,,,
60892,|,Desulfobacca,|,60892,3031656,3031655,3031647,200940,3379134,2,131567,,,
338321,|,Turneriella,|,338321,170,1643688,203692,203691,3379134,2,131567,,,
1849828,|,Paeniclostridium,|,1849828,186804,3082720,186801,1239,1783272,2,131567,,,
1051,|,Ectothiorhodospira,|,1051,72276,135613,1236,1224,3379134,2,131567,,,
73778,|,Methylocaldum,|,73778,403,135618,1236,1224,3379134,2,131567,,,
34008,|,Rhodovulum,|,34008,31989,204455,28211,1224,3379134,2,131567,,,
256319,|,Chlorobaculum,|,256319,191412,191411,191410,1090,68336,1783270,3379134,2,131567,
129001,|,Syntrophothermus,|,129001,68298,186802,186801,1239,1783272,2,131567,,,
1234,|,Nitrospira,|,1234,189779,189778,203693,40117,3379134,2,131567,,,
411566,|,Candidatus,|,411566,1328881,766,28211,1224,3379134,2,131567,,,
2071,|,Saccharothrix,|,2071,2070,85010,1760,201174,1783272,2,131567,,,
50709,|,Acidocella,|,50709,3385905,3120395,28211,1224,3379134,2,131567,,,
156993,|,Reichenbachiella,|,156993,2762302,768507,768503,976,68336,1783270,3379134,2,131567,
767891,|,Candidatus Puniceispirillum,|,767891,3119833,3119832,28211,1224,3379134,2,131567,,,
286801,|,Segniliparus,|,286801,316606,85007,1760,201174,1783272,2,131567,,,
363276,|,Ktedonobacter,|,363276,388449,388448,388447,200795,1783272,2,131567,,,
2152,|,Asteroleplasma,|,2152,186333,186332,31969,544448,1783272,2,131567,,,
1007,|,Saprospira,|,1007,89374,1936988,1937959,976,68336,1783270,3379134,2,131567,
104267,|,Tenacibaculum,|,104267,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1186,|,Calothrix,|,1186,2661849,1161,3028117,1117,1798711,1783272,2,131567,,
89523,|,Rubrimonas,|,89523,31989,204455,28211,1224,3379134,2,131567,,,
1335483,|,Shimwellia,|,1335483,543,91347,1236,1224,3379134,2,131567,,,
427922,|,Desulfurivibrio,|,427922,213121,3024411,3031451,200940,3379134,2,131567,,,
28236,|,Petrotoga,|,28236,1643949,1643947,188708,200918,3384194,2,131567,,,
161492,|,Anaeromyxobacter,|,161492,1524215,80811,29,32015,2818505,3379134,2,131567,,
48001,|,Desulfobotulus,|,48001,213119,213118,3024418,200940,3379134,2,131567,,,
986106,|,Acidiferrobacter,|,986106,1692041,1692040,1236,1224,3379134,2,131567,,,
1433999,|,Domibacillus,|,1433999,186817,1385,91061,1239,1783272,2,131567,,,
191291,|,Nautilia,|,191291,224467,235899,3031852,29547,3379134,2,131567,,,
188143,|,Enterovibrio,|,188143,641,135623,1236,1224,3379134,2,131567,,,
94008,|,Thermicanus,|,94008,539003,539002,1385,91061,1239,1783272,2,131567,,
206664,|,Desulfonauticus,|,206664,2956789,213115,3031449,200940,3379134,2,131567,,,
1549129,|,Temperatibacter,|,1549129,1549128,362534,28211,1224,3379134,2,131567,,,
281915,|,Curvibacter,|,281915,80864,80840,28216,1224,3379134,2,131567,,,
423349,|,Mucilaginibacter,|,423349,84566,200666,117747,976,68336,1783270,3379134,2,131567,
32205,|,Leptonema,|,32205,170,1643688,203692,203691,3379134,2,131567,,,
630749,|,Spongiibacter,|,630749,1706375,1706369,1236,1224,3379134,2,131567,,,
456826,|,Candidatus Cloacimonas,|,456826,3039865,3039864,3039863,456828,1783270,3379134,2,131567,,
1023,|,Microscilla,|,1023,1937962,768507,768503,976,68336,1783270,3379134,2,131567,
156885,|,Thioflavicoccus,|,156885,1046,135613,1236,1224,3379134,2,131567,,,
208215,|,Parvularcula,|,208215,255474,255473,28211,1224,3379134,2,131567,,,
335405,|,Sphingosinicella,|,335405,2820280,204457,28211,1224,3379134,2,131567,,,
83768,|,Succinimonas,|,83768,83763,135624,1236,1224,3379134,2,131567,,,
336276,|,Olleya,|,336276,49546,200644,117743,976,68336,1783270,3379134,2,131567,
53387,|,Friedmanniella,|,53387,85015,85009,1760,201174,1783272,2,131567,,,
1524249,|,Pseudohongiella,|,1524249,3085095,72274,1236,1224,3379134,2,131567,,,
379546,|,Candidatus Aciduliprofundum,|,379546,1803510,2283796,3366610,2157,131567,,,,,
1471399,|,Draconibacterium,|,1471399,1471398,1970189,200643,976,68336,1783270,3379134,2,131567,
759360,|,Thalassolituus,|,187492,135620,135619,1236,1224,3379134,2,131567,,,
168934,|,Thalassospira,|,168934,2844866,204441,28211,1224,3379134,2,131567,,,
55079,|,Aneurinibacillus,|,55079,85151,186822,1385,91061,1239,1783272,2,131567,,
28253,|,Marinomonas,|,28253,135620,135619,1236,1224,3379134,2,131567,,,
85108,|,Halorhodospira,|,85108,72276,135613,1236,1224,3379134,2,131567,,,
39773,|,Methylomicrobium,|,39773,403,135618,1236,1224,3379134,2,131567,,,
48075,|,Marinobacterium,|,48075,135620,135619,1236,1224,3379134,2,131567,,,
1142,|,Synechocystis,|,1142,1890428,1890424,3028117,1117,1798711,1783272,2,131567,,
365032,|,Aureispira,|,365032,89374,1936988,1937959,976,68336,1783270,3379134,2,131567,
213485,|,Micavibrio,|,213485,213483,213481,3031418,3018035,3379134,2,131567,,,
264147,|,Millisia,|,264147,85026,85007,1760,201174,1783272,2,131567,,,
120961,|,Roseiflexus,|,120961,1508635,1508595,32064,32061,200795,1783272,2,131567,,
167639,|,Ilyobacter,|,167639,203492,203491,203490,32066,3384189,2,131567,,,
246875,|,Algoriphagus,|,246875,563798,768507,768503,976,68336,1783270,3379134,2,131567,
84593,|,Micromonospora,|,1873,28056,85008,1760,201174,1783272,2,131567,,,
1643951,|,Pseudothermotoga,|,1643951,188709,2419,188708,200918,3384194,2,131567,,,
53634,|,Acidimicrobium,|,53634,84994,84993,84992,201174,1783272,2,131567,,,
338191,|,Nitrosopumilus,|,338191,338190,31932,1643678,651137,1783275,2157,131567,,,
249529,|,Caldanaerobacter,|,249529,186814,68295,186801,1239,1783272,2,131567,,,
34019,|,Liberibacter,|,34019,82115,356,28211,1224,3379134,2,131567,,,
1227,|,Nitrosococcus,|,1227,1046,135613,1236,1224,3379134,2,131567,,,
1397107,|,Fodinibius,|,1397106,1813606,1853223,1853221,1936987,68336,1783270,3379134,2,131567,
1543705,|,Nitrospirillum,|,1543705,2829815,204441,28211,1224,3379134,2,131567,,,
83867,|,Palaeococcus,|,83867,2259,2258,183968,28890,3366610,2157,131567,,,
115780,|,Desulfotignum,|,115780,213119,213118,3024418,200940,3379134,2,131567,,,
2207,|,Methanosarcina,|,2207,2206,94695,224756,2290931,28890,3366610,2157,131567,,
86671,|,Roseospira,|,86671,41295,204441,28211,1224,3379134,2,131567,,,
1649490,|,Rubinisphaera,|,1649490,126,112,203683,203682,1783257,3379134,2,131567,,
135575,|,Idiomarina,|,135575,267893,135622,1236,1224,3379134,2,131567,,,
33983,|,Luteococcus,|,33983,31957,85009,1760,201174,1783272,2,131567,,,
110934,|,Agreia,|,110934,85023,85006,1760,201174,1783272,2,131567,,,
1911556,|,Sediminispirochaeta,|,1911556,137,136,203692,203691,3379134,2,131567,,,
179,|,Leptospirillum,|,179,189779,189778,203693,40117,3379134,2,131567,,,
412592,|,Thermosulfidibacter,|,412592,3120748,3120453,3118679,3123113,3379134,2,131567,,,
1873,|,Micromonospora,|,1873,28056,85008,1760,201174,1783272,2,131567,,,
319458,|,Leadbetterella,|,319458,3141702,768507,768503,976,68336,1783270,3379134,2,131567,
48073,|,Microbulbifer,|,48073,1706373,1706369,1236,1224,3379134,2,131567,,,
1769723,|,Actinorectispora,|,1769723,2070,85010,1760,201174,1783272,2,131567,,,
390988,|,Actinocatenispora,|,390988,28056,85008,1760,201174,1783272,2,131567,,,
2433,|,Roseobacter,|,2433,2854170,204455,28211,1224,3379134,2,131567,,,
105850,|,Acidilobus,|,105850,871007,871006,183924,28889,1783275,2157,131567,,,
109169,|,Desulfofaba,|,109169,2904606,213118,3024418,200940,3379134,2,131567,,,
198251,|,Candidatus Pelagibacter,|,198251,1655514,54526,28211,1224,3379134,2,131567,,,
178898,|,Carboxydocella,|,178898,543347,538999,186802,186801,1239,1783272,2,131567,,
2697,|,Heliobacterium,|,2697,31984,186802,186801,1239,1783272,2,131567,,,
290174,|,Aquimarina,|,290174,49546,200644,117743,976,68336,1783270,3379134,2,131567,
695999,|,Actinophytocola,|,695999,2070,85010,1760,201174,1783272,2,131567,,,
153265,|,Aequorivita,|,153265,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1541743,|,Candidatus Ruthturnera,|,1541743,3399801,118884,1236,1224,3379134,2,131567,,,
35836,|,Desulfacinum,|,35836,213465,213462,3024408,200940,3379134,2,131567,,,
2289,|,Desulfobacter,|,2289,213119,213118,3024418,200940,3379134,2,131567,,,
212790,|,Sulfurihydrogenibium,|,212790,224027,32069,187857,200783,3379134,2,131567,,,
231683,|,Saccharospirillum,|,231683,255527,135619,1236,1224,3379134,2,131567,,,
499,|,Thermomicrobium,|,499,189777,189776,189775,3027942,3379134,2,131567,,,
38501,|,Blastococcus,|,38501,85030,1643682,1760,201174,1783272,2,131567,,,
191494,|,Conexibacter,|,191494,320583,588673,1497346,201174,1783272,2,131567,,,
52959,|,Polaribacter,|,52959,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1055688,|,Sandaracinus,|,1055688,1055686,3031712,3031711,2818505,3379134,2,131567,,,
13275,|,Suttonella,|,13275,868,135615,1236,1224,3379134,2,131567,,,
1485594,|,Methyloligella,|,1485594,45401,356,28211,1224,3379134,2,131567,,,
289201,|,Pontibacillus,|,289201,186817,1385,91061,1239,1783272,2,131567,,,
69578,|,Cryobacterium,|,69578,85023,85006,1760,201174,1783272,2,131567,,,
390876,|,Nisaea,|,390876,2844864,204441,28211,1224,3379134,2,131567,,,
658061,|,Candidatus Korobacter,|,658061,3121618,204433,204432,57723,3379134,2,131567,,,
2035811,|,Pseudodesulfovibrio,|,2035811,194924,213115,3031449,200940,3379134,2,131567,,,
1163,|,Anabaena,|,1163,1162,1161,3028117,1117,1798711,1783272,2,131567,,
59,|,Vitreoscilla,|,59,481,206351,28216,1224,3379134,2,131567,,,
904708,|,Arenicella,|,904708,1617891,1617890,1236,1224,3379134,2,131567,,,
762551,|,Jejuia,|,762551,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1070,|,Rhodopila,|,1070,433,3120395,28211,1224,3379134,2,131567,,,
101191,|,Methanomethylovorans,|,101191,2206,94695,224756,2290931,28890,3366610,2157,131567,,
1616789,|,Salinispira,|,1616789,137,136,203692,203691,3379134,2,131567,,,
69474,|,Orientia,|,69474,33988,775,766,28211,1224,3379134,2,131567,,
54304,|,Planktothrix,|,54304,1892252,1150,1301283,3028117,1117,1798711,1783272,2,131567,
105,|,Runella,|,105,2896860,768507,768503,976,68336,1783270,3379134,2,131567,
565005,|,Nubsella,|,565005,84566,200666,117747,976,68336,1783270,3379134,2,131567,
146,|,Spirochaeta,|,146,137,136,203692,203691,3379134,2,131567,,,
511434,|,Candidatus Azobacteroides,|,511434,333046,171549,200643,976,68336,1783270,3379134,2,131567,
2040,|,Aeromicrobium,|,2040,85015,85009,1760,201174,1783272,2,131567,,,
120652,|,Methylocella,|,120652,45404,356,28211,1224,3379134,2,131567,,,
127,|,Isosphaera,|,127,1763524,2691356,203683,203682,1783257,3379134,2,131567,,
361607,|,Patulibacter,|,361607,361606,588673,1497346,201174,1783272,2,131567,,,
543732,|,Paramoritella,|,543732,267891,135622,1236,1224,3379134,2,131567,,,
1078830,|,Acidicapsa,|,1078830,204434,204433,204432,57723,3379134,2,131567,,,
102115,|,Stanieria,|,102115,1890498,52604,3028117,1117,1798711,1783272,2,131567,,
2071601,|,Thermostaphylospora,|,2071601,2012,85012,1760,201174,1783272,2,131567,,,
660063,|,Methermicoccus,|,660063,660062,94695,224756,2290931,28890,3366610,2157,131567,,
1295378,|,Methylogaea,|,1295378,403,135618,1236,1224,3379134,2,131567,,,
1937995,|,Garritya,|,1937995,1937968,768507,768503,976,68336,1783270,3379134,2,131567,
359169,|,Thermopolyspora,|,359169,2004,85012,1760,201174,1783272,2,131567,,,
145260,|,Methanothermobacter,|,145260,2159,2158,183925,2283794,28890,3366610,2157,131567,,
349742,|,Sedimenticola,|,349742,3067276,135613,1236,1224,3379134,2,131567,,,
204476,|,Labrys,|,204476,335928,356,28211,1224,3379134,2,131567,,,
231052,|,Saccharibacter,|,231052,433,3120395,28211,1224,3379134,2,131567,,,
138,|,Borrelia,|,138,1643685,136,203692,203691,3379134,2,131567,,,
49894,|,Acetomicrobium,|,49894,3029086,649776,649775,508458,3384194,2,131567,,,
561367,|,Salinimicrobium,|,561367,49546,200644,117743,976,68336,1783270,3379134,2,131567,
667113,|,Actinoallomurus,|,667113,2012,85012,1760,201174,1783272,2,131567,,,
34096,|,Brevinema,|,34096,1100104,1643687,203692,203691,3379134,2,131567,,,
442869,|,Acanthopleuribacter,|,442869,533207,533206,533205,57723,3379134,2,131567,,,
97050,|,Ruegeria,|,97050,2854170,204455,28211,1224,3379134,2,131567,,,
261684,|,Thermosinus,|,261684,1843490,909929,909932,1239,1783272,2,131567,,,
295418,|,Rubellimicrobium,|,295418,2854170,204455,28211,1224,3379134,2,131567,,,
246876,|,Cryomorpha,|,246876,246874,200644,117743,976,68336,1783270,3379134,2,131567,
393029,|,Desulfurispirillum,|,393029,189770,189769,118001,200938,3379134,2,131567,,,
649460,|,Filimonas,|,649460,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
1084558,|,Oceanicoccus,|,1084558,1706375,1706369,1236,1224,3379134,2,131567,,,
171163,|,Halosimplex,|,171163,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
44013,|,Polynucleobacter,|,44013,119060,80840,28216,1224,3379134,2,131567,,,
285105,|,Tepidimicrobium,|,285105,2992719,1737405,1737404,1239,1783272,2,131567,,,
1237,|,Piscirickettsia,|,1237,135616,72273,1236,1224,3379134,2,131567,,,
196079,|,Oceanobacter,|,196079,135620,135619,1236,1224,3379134,2,131567,,,
47,|,Archangium,|,47,39,80811,29,32015,2818505,3379134,2,131567,,
74317,|,Maricaulis,|,74317,2800061,2800059,28211,1224,3379134,2,131567,,,
1697027,|,Convivina,|,1697027,33958,186826,91061,1239,1783272,2,131567,,,
117156,|,Actinopolymorpha,|,117156,2805400,85009,1760,201174,1783272,2,131567,,,
335927,|,Thalassovita,|,335927,2854170,204455,28211,1224,3379134,2,131567,,,
60919,|,Sanguibacter,|,60919,145360,85006,1760,201174,1783272,2,131567,,,
76632,|,Thermobacillus,|,76632,186822,1385,91061,1239,1783272,2,131567,,,
2270,|,Thermoproteus,|,2270,2267,2266,183924,28889,1783275,2157,131567,,,
522,|,Acidiphilium,|,522,3385905,3120395,28211,1224,3379134,2,131567,,,
379899,|,Niabella,|,379899,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
861914,|,Fibrella,|,861914,2896860,768507,768503,976,68336,1783270,3379134,2,131567,
221282,|,Mastigocladopsis,|,221282,1892258,1161,3028117,1117,1798711,1783272,2,131567,,
112040,|,Zobellia,|,112040,49546,200644,117743,976,68336,1783270,3379134,2,131567,
190323,|,Plantibacter,|,190323,85023,85006,1760,201174,1783272,2,131567,,,
1937972,|,Bernardetia,|,1937972,1937968,768507,768503,976,68336,1783270,3379134,2,131567,
2335,|,Thermotoga,|,2335,188709,2419,188708,200918,3384194,2,131567,,,
166953,|,Kaistia,|,166953,2831111,356,28211,1224,3379134,2,131567,,,
2351,|,Flexistipes,|,2351,2945022,191393,68337,200930,3379134,2,131567,,,
235888,|,Salinibacterium,|,235888,85023,85006,1760,201174,1783272,2,131567,,,
1217415,|,Demequina,|,577469,1042322,85006,1760,201174,1783272,2,131567,,,
13,|,Dictyoglomus,|,13,203488,203487,203486,68297,3379134,2,131567,,,
231454,|,Dyella,|,231454,1775411,135614,1236,1224,3379134,2,131567,,,
51196,|,Syntrophobotulus,|,51196,2937909,186802,186801,1239,1783272,2,131567,,,
2026349,|,Enterovirga,|,2026349,119045,356,28211,1224,3379134,2,131567,,,
875170,|,Celeribacter,|,875170,2854170,204455,28211,1224,3379134,2,131567,,,
1769735,|,Mongoliibacter,|,1769735,563798,768507,768503,976,68336,1783270,3379134,2,131567,
1649267,|,Echinimonas,|,1649267,3046600,135622,1236,1224,3379134,2,131567,,,
58108,|,Actinocorallia,|,58108,2012,85012,1760,201174,1783272,2,131567,,,
886360,|,Rudaea,|,886360,1775411,135614,1236,1224,3379134,2,131567,,,
596707,|,Sinomonas,|,596707,1268,85006,1760,201174,1783272,2,131567,,,
125287,|,Ornithinimicrobium,|,125287,2805590,85006,1760,201174,1783272,2,131567,,,
1854,|,Frankia,|,1854,74712,85013,1760,201174,1783272,2,131567,,,
29331,|,Amphibacillus,|,29331,186817,1385,91061,1239,1783272,2,131567,,,
413963,|,Rapidithrix,|,413963,200667,768507,768503,976,68336,1783270,3379134,2,131567,
1912217,|,Arachnia,|,2801844,31957,85009,1760,201174,1783272,2,131567,,,
1011,|,Sporocytophaga,|,1011,89373,768507,768503,976,68336,1783270,3379134,2,131567,
1742992,|,Paenarthrobacter,|,1742992,1268,85006,1760,201174,1783272,2,131567,,,
1400059,|,Pontibaca,|,1400059,2854170,204455,28211,1224,3379134,2,131567,,,
478070,|,Labrenzia,|,478070,2821832,356,28211,1224,3379134,2,131567,,,
56433,|,Couchioplanes,|,56433,28056,85008,1760,201174,1783272,2,131567,,,
1154,|,Spirulina,|,1154,1890448,1890443,3028117,1117,1798711,1783272,2,131567,,
169133,|,Citricoccus,|,169133,1268,85006,1760,201174,1783272,2,131567,,,
85078,|,Thiococcus,|,85078,1046,135613,1236,1224,3379134,2,131567,,,
497742,|,Desulfatirhabdium,|,497742,3031625,213118,3024418,200940,3379134,2,131567,,,
1221880,|,Psychrobacillus,|,1221880,186817,1385,91061,1239,1783272,2,131567,,,
261825,|,Agarivorans,|,261825,72275,135622,1236,1224,3379134,2,131567,,,
33973,|,Acidobacterium,|,33973,204434,204433,204432,57723,3379134,2,131567,,,
99479,|,Nostocoides,|,99479,85021,85006,1760,201174,1783272,2,131567,,,
1434011,|,Komagataeibacter,|,1434011,433,3120395,28211,1224,3379134,2,131567,,,
13159,|,Mycoplana,|,13159,82115,356,28211,1224,3379134,2,131567,,,
245876,|,Nitratireductor,|,245876,69277,356,28211,1224,3379134,2,131567,,,
182899,|,Persephonella,|,182899,224027,32069,187857,200783,3379134,2,131567,,,
204472,|,Ancalomicrobium,|,204472,2172021,356,28211,1224,3379134,2,131567,,,
1742993,|,Pseudarthrobacter,|,1742993,1268,85006,1760,201174,1783272,2,131567,,,
83614,|,Luteimonas,|,83614,32033,135614,1236,1224,3379134,2,131567,,,
316625,|,Saccharophagus,|,316625,1706371,1706369,1236,1224,3379134,2,131567,,,
53460,|,Nakamurella,|,53460,85031,1643684,1760,201174,1783272,2,131567,,,
559173,|,Fructobacillus,|,559173,33958,186826,91061,1239,1783272,2,131567,,,
40566,|,Actinosynnema,|,40566,2070,85010,1760,201174,1783272,2,131567,,,
33001,|,Desulfurella,|,33001,117942,213113,3031853,29547,3379134,2,131567,,,
191769,|,Marinilactibacillus,|,191769,186828,186826,91061,1239,1783272,2,131567,,,
154116,|,Georgenia,|,154116,145358,85006,1760,201174,1783272,2,131567,,,
34016,|,Rhodobium,|,34016,119043,356,28211,1224,3379134,2,131567,,,
28063,|,Heliobacillus,|,28063,31984,186802,186801,1239,1783272,2,131567,,,
44011,|,Ferrimonas,|,44011,267892,135622,1236,1224,3379134,2,131567,,,
459532,|,Terribacillus,|,459532,186817,1385,91061,1239,1783272,2,131567,,,
1649466,|,Marinicauda,|,1649466,2800061,2800059,28211,1224,3379134,2,131567,,,
1123044,|,Ponticaulis,|,1123044,69657,2800060,28211,1224,3379134,2,131567,,,
168694,|,Salinispora,|,168694,28056,85008,1760,201174,1783272,2,131567,,,
63742,|,Natrialba,|,63742,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
66862,|,Ammoniphilus,|,66862,85151,186822,1385,91061,1239,1783272,2,131567,,
162290,|,Gallicola,|,162290,1570339,1737405,1737404,1239,1783272,2,131567,,,
102231,|,Gloeocapsa,|,102231,1890464,1118,1301283,3028117,1117,1798711,1783272,2,131567,
2063,|,Kitasatospora,|,2063,2062,85011,1760,201174,1783272,2,131567,,,
208447,|,Oceanithermus,|,208447,188786,68933,188787,1297,3384194,2,131567,,,
2160,|,Methanobacterium,|,2160,2159,2158,183925,2283794,28890,3366610,2157,131567,,
224459,|,Byssovorax,|,224459,49,3031712,3031711,2818505,3379134,2,131567,,,
285107,|,Thioclava,|,285107,31989,204455,28211,1224,3379134,2,131567,,,
397275,|,Andreprevotia,|,397275,2897177,206351,28216,1224,3379134,2,131567,,,
379070,|,Gilvibacter,|,379070,49546,200644,117743,976,68336,1783270,3379134,2,131567,
245186,|,Loktanella,|,245186,2854170,204455,28211,1224,3379134,2,131567,,,
1164863,|,Enteractinococcus,|,1164863,1268,85006,1760,201174,1783272,2,131567,,,
2273,|,Desulfurococcus,|,2273,2272,114380,183924,28889,1783275,2157,131567,,,
515417,|,Amphritea,|,515417,135620,135619,1236,1224,3379134,2,131567,,,
656899,|,Schlesneria,|,656899,126,112,203683,203682,1783257,3379134,2,131567,,
47054,|,Dethiosulfovibrio,|,47054,3029088,649776,649775,508458,3384194,2,131567,,,
85072,|,Allochromatium,|,85072,1046,135613,1236,1224,3379134,2,131567,,,
196080,|,Terasakiella,|,196080,2813951,204441,28211,1224,3379134,2,131567,,,
648802,|,Rummeliibacillus,|,648802,186818,1385,91061,1239,1783272,2,131567,,,
999488,|,Paenochrobactrum,|,999488,118882,356,28211,1224,3379134,2,131567,,,
510690,|,Sneathiella,|,510690,510685,510684,28211,1224,3379134,2,131567,,,
51194,|,Desulfofustis,|,51194,2886822,3024411,3031451,200940,3379134,2,131567,,,
196078,|,Allopseudospirillum,|,196078,135620,135619,1236,1224,3379134,2,131567,,,
53328,|,Desulfospira,|,53328,213119,213118,3024418,200940,3379134,2,131567,,,
299568,|,Uruburuella,|,299568,481,206351,28216,1224,3379134,2,131567,,,
623276,|,Maritalea,|,623276,2831106,356,28211,1224,3379134,2,131567,,,
1849,|,Actinopolyspora,|,1849,622451,622450,1760,201174,1783272,2,131567,,,
202771,|,Zooshikella,|,202771,2898533,135619,1236,1224,3379134,2,131567,,,
939,|,Hydrogenobacter,|,939,64898,32069,187857,200783,3379134,2,131567,,,
526215,|,Thalassobaculum,|,526215,2844864,204441,28211,1224,3379134,2,131567,,,
76634,|,Mycetocola,|,76634,85023,85006,1760,201174,1783272,2,131567,,,
1381133,|,Candidatus Profftella,|,1381133,119066,28216,1224,3379134,2,131567,,,,
216431,|,Croceibacter,|,216431,49546,200644,117743,976,68336,1783270,3379134,2,131567,
56106,|,Cylindrospermum,|,56106,1162,1161,3028117,1117,1798711,1783272,2,131567,,
86795,|,Marmoricola,|,86795,85015,85009,1760,201174,1783272,2,131567,,,
2005,|,Microbispora,|,2005,2004,85012,1760,201174,1783272,2,131567,,,
580880,|,Amorphus,|,580880,2685818,356,28211,1224,3379134,2,131567,,,
39845,|,Actinokineospora,|,39845,2070,85010,1760,201174,1783272,2,131567,,,
46468,|,Orenia,|,46468,53434,53433,186801,1239,1783272,2,131567,,,
283735,|,Leeuwenhoekiella,|,283735,49546,200644,117743,976,68336,1783270,3379134,2,131567,
379074,|,Sediminitomix,|,379074,200667,768507,768503,976,68336,1783270,3379134,2,131567,
1649,|,Kurthia,|,1649,186818,1385,91061,1239,1783272,2,131567,,,
1524217,|,Labilithrix,|,1524217,1524216,3031712,3031711,2818505,3379134,2,131567,,,
396388,|,Aestuariimicrobium,|,396388,31957,85009,1760,201174,1783272,2,131567,,,
660514,|,Novispirillum,|,660514,3031145,204441,28211,1224,3379134,2,131567,,,
168658,|,Rhodoblastus,|,168658,3142802,356,28211,1224,3379134,2,131567,,,
498845,|,Candidatus Korarchaeum,|,498845,3342182,3342181,3342163,28889,1783275,2157,131567,,,
2422,|,Fervidobacterium,|,2422,1643950,2419,188708,200918,3384194,2,131567,,,
102234,|,Cyanobacterium,|,102234,2815910,1118,1301283,3028117,1117,1798711,1783272,2,131567,
186191,|,Marinithermus,|,186191,188786,68933,188787,1297,3384194,2,131567,,,
142841,|,Selenihalanaerobacter,|,142841,53434,53433,186801,1239,1783272,2,131567,,,
51228,|,Wigglesworthia,|,51228,1903409,91347,1236,1224,3379134,2,131567,,,
352450,|,Simplicispira,|,352450,80864,80840,28216,1224,3379134,2,131567,,,
162985,|,Hapalosiphon,|,162985,1892263,1161,3028117,1117,1798711,1783272,2,131567,,
527198,|,Mariniflexile,|,527198,49546,200644,117743,976,68336,1783270,3379134,2,131567,
164450,|,Vulcanisaeta,|,164450,2267,2266,183924,28889,1783275,2157,131567,,,
28073,|,Lyngbya,|,28073,1892252,1150,1301283,3028117,1117,1798711,1783272,2,131567,
379072,|,Sediminibacter,|,379072,49546,200644,117743,976,68336,1783270,3379134,2,131567,
2368,|,Arhodomonas,|,2368,72276,135613,1236,1224,3379134,2,131567,,,
46200,|,Geovibrio,|,46200,2945019,191393,68337,200930,3379134,2,131567,,,
414878,|,Catenulispora,|,414878,414877,414714,1760,201174,1783272,2,131567,,,
45247,|,Leucothrix,|,45247,135617,72273,1236,1224,3379134,2,131567,,,
1912215,|,Acidipropionibacterium,|,1912215,31957,85009,1760,201174,1783272,2,131567,,,
1406885,|,Aliiglaciecola,|,1406885,72275,135622,1236,1224,3379134,2,131567,,,
42,|,Cystobacter,|,42,39,80811,29,32015,2818505,3379134,2,131567,,
241192,|,Thermodesulfatator,|,241192,3031464,188710,67799,200940,3379134,2,131567,,,
1525371,|,Neorhizobium,|,1525371,227290,82115,356,28211,1224,3379134,2,131567,,
292637,|,Seinonella,|,292637,186824,1385,91061,1239,1783272,2,131567,,,
1433995,|,Cruoricaptor,|,1433995,2762318,200644,117743,976,68336,1783270,3379134,2,131567,
53,|,Nannocystis,|,53,224463,3031713,3031711,2818505,3379134,2,131567,,,
425,|,Methylosinus,|,425,31993,356,28211,1224,3379134,2,131567,,,
401469,|,Undibacterium,|,401469,75682,80840,28216,1224,3379134,2,131567,,,
1522429,|,Lihuaxuella,|,1522429,186824,1385,91061,1239,1783272,2,131567,,,
475794,|,Haliea,|,475794,1706372,1706369,1236,1224,3379134,2,131567,,,
292486,|,Avibacterium,|,292486,712,135625,1236,1224,3379134,2,131567,,,
453849,|,Henriciella,|,453849,69657,2800060,28211,1224,3379134,2,131567,,,
105591,|,Symploca,|,105591,1892251,3079753,3028117,1117,1798711,1783272,2,131567,,
42734,|,Thermopallium,|,42734,188709,2419,188708,200918,3384194,2,131567,,,
